SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,LISTING_SOURCE,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
,,,,,,,,INE532A01014,BSE_ONLY,500167.0,GOVMC,GOOD VALUE MARKETING CO.LTD.,Suspended,Z ,10.0,INE532A01014,Fertilizers,Equity
,,,,,,,,INE533A01012,BSE_ONLY,500168.0,GOODYEAR,GOODYEAR INDIA LTD.,Active,B ,10.0,INE533A01012,Auto Tyres &amp; Rubber Products,Equity
,,,,,,,,NA,BSE_ONLY,500169.0,GRPCOMI,GRAPCO MINING &amp; CO.LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE537A01013,BSE_ONLY,500170.0,GTNINDS,GTN INDUSTRIES LTD.,Active,B ,10.0,INE537A01013,Textiles,Equity
,,,,,,,,INE540A01017,BSE_ONLY,500174.0,GLFL,GUJARAT LEASE FINANCING LTD.,Active,T ,10.0,INE540A01017,Finance (including NBFCs),Equity
,,,,,,,,INE261B01018,BSE_ONLY,500175.0,GTCL,GUJARAT TELEPHONE CABLES LTD.,Delisted,B ,10.0,INE261B01018,,Equity
,,,,,,,,NA,BSE_ONLY,500176.0,HAMCMIN-B,HAMCO MINING &amp; SMELTING LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE021D01012,BSE_ONLY,500177.0,HANILERA,HANIL ERA TEXTILES LTD.,Delisted,T ,10.0,INE021D01012,Textiles,Equity
,,,,,,,,INE040A01026,BSE_ONLY,500180.0,HDFCBANK,HDFC Bank Ltd,Active,A ,2.0,INE040A01026,Banks,Equity
,,,,,,,,INE546A1014,BSE_ONLY,500181.0,HRBTSON-B,HERBERTSONS LTD.,Delisted,B ,10.0,INE546A1014 ,,Equity
,,,,,,,,INE555A01015,BSE_ONLY,500190.0,HITDRDM,HITECH DRILLING SERVICES INDIA LTD.,Delisted,B ,10.0,INE555A01015,,Equity
,,,,,,,,INE962B01011,BSE_ONLY,500192.0,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,Active,XT,10.0,INE962B01011,Textiles,Equity
,,,,,,,,INE676B01017,BSE_ONLY,500195.0,HOTLINGLAS,HOTLINE GLASS LTD.,Delisted,XD,10.0,INE676B01017,Consumer Electronics,Equity
,,,,,,,,NA,BSE_ONLY,500197.0,HTSUMAG,HYTAISUN MAGNETICS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE261A01010,BSE_ONLY,500198.0,IBP,IBP CO.LTD.,Delisted,B ,10.0,INE261A01010,,Equity
,,,,,,,,INE560A01015,BSE_ONLY,500201.0,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,B ,10.0,INE560A01015,Commodity Chemicals,Equity
,,,,,,,,INE333C01013,BSE_ONLY,500202.0,INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Active,XT,10.0,INE333C01013,Finance (including NBFCs),Equity
,,,,,,,,INE860C01015,BSE_ONLY,500203.0,INDPOLY,INDIA POLYFIBRES LTD.,Delisted,B ,10.0,INE860C01015,,Equity
,,,,,,,,INE134A01035,BSE_ONLY,500204.0,INDSEC,INDIA SECURITIES LTD.,Delisted,B ,1.0,INE134A01035,Other Financial Services,Equity
,,,,,,,,INE680B01019,BSE_ONLY,500206.0,MARGOFIN,Margo Finance Limited,Active,XT,10.0,INE680B01019,Finance (including NBFCs),Equity
,,,,,,,,INE901A01011,BSE_ONLY,500211.0,INSILCO,INSILCO LTD.,Active,XT,10.0,INE901A01011,Other Industrial Goods,Equity
,,,,,,,,INE898B01017,BSE_ONLY,500212.0,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,Active,XT,10.0,INE898B01017,Finance (including NBFCs),Equity
,,,,,,,,INE570A01014,BSE_ONLY,500214.0,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,Active,XT,10.0,INE570A01014,Industrial Machinery,Equity
,,,,,,,,INE379A01010,BSE_ONLY,500216.0,ITCHOTEL,ITC HOTELS LTD.,Delisted,B ,10.0,INE379A01010,,Equity
,,,,,,,,INE240A01014,BSE_ONLY,500217.0,ITWSGDM,ITW SIGNODE INDIA LTD.,Delisted,B ,10.0,INE240A01014,,Equity
,,,,,,,,INE851A01018,BSE_ONLY,500221.0,JPHOTEL,JAYPEE HOTELS LTD.,Delisted,T ,10.0,INE851A01018,,Equity
,,,,,,,,INE264B01020,BSE_ONLY,500222.0,JCTEL,JCT ELECTRONICS LTD.,Suspended,T ,1.0,INE264B01020,Consumer Electronics,Equity
,,,,,,,,INE023A01014,BSE_ONLY,500224.0,JNDST,JNDST,Delisted,B ,10.0,INE023A01014,,Equity
,,,,,,,,NA,BSE_ONLY,500229.0,JINDVJY,JINDVJY,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,500230.0,JINDALV,JINDALV,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE864B01027,BSE_ONLY,500231.0,UMANGDAIR,UMANG DAIRIES LTD.,Active,B ,5.0,INE864B01027,Packaged Foods,Equity
,,,,,,,,INE666F01019,BSE_ONLY,500232.0,JORDENG-B,JORD ENGINEERS INDIA LTD.,Delisted,P ,10.0,INE666F01019,Industrial Machinery,Equity
,,,,,,,,INE252C01015,BSE_ONLY,500236.0,KANELIND,Kanel Industries Limited,Suspended,Z ,10.0,INE252C01015,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,NA,BSE_ONLY,500237.0,KEDIADI-B,KEDIA DISTILLERIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE266B01017,BSE_ONLY,500240.0,KINETICENG,KINETIC ENGINEERING LTD.,Active,XT,10.0,INE266B01017,2/3 Wheelers,Equity
,,,,,,,,INE328A01017,BSE_ONLY,500242.0,KIRPNDM,KIRLOSKAR PNEUMATIC CO.LTD.,Delisted,B ,10.0,INE328A01017,,Equity
,,,,,,,,INE884B01025,BSE_ONLY,500245.0,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,B ,5.0,INE884B01025,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,INE073A01019,BSE_ONLY,500248.0,MAVIIND,MAVI INDUSTRIES LTD.,Active,XT,10.0,INE073A01019,Plastic Products,Equity
,,,,,,,,INE999A01015,BSE_ONLY,500249.0,KSBPUMPS,KSB PUMPS LTD.,Active,B ,10.0,INE999A01015,Industrial Machinery,Equity
,,,,,,,,INE292A01023,BSE_ONLY,500254.0,UTTAMVALUE,UTTAM VALUE STEELS LTD.,Active,B ,1.0,INE292A01023,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,INE862A01015,BSE_ONLY,500255.0,LML,LML LTD.,Active,B ,10.0,INE862A01015,2/3 Wheelers,Equity
,,,,,,,,INE367C01011,BSE_ONLY,500256.0,LOKHSG,LOK HOUSING &amp; CONSTRUCTIONS LTD.-$,Suspended,Z ,10.0,INE367C01011,Realty,Equity
,,,,,,,,INE327A01019,BSE_ONLY,500258.0,LUPINDM,LUPIN LABORATORIES LTD.,Delisted,B ,10.0,INE327A01019,,Equity
,,,,,,,,NA,BSE_ONLY,500261.0,MDRPTRO,MADRAS PETRO-CHEM LTD.,Delisted,P ,10.0,NA          ,Refineries/ Petro-Products,Equity
,,,,,,,,INE965B01014,BSE_ONLY,500262.0,MAFATLAFIN,MAFATLAL FINANCE CO.LTD.,Suspended,B ,10.0,INE965B01014,Finance (including NBFCs),Equity
,,,,,,,,INE273B01013,BSE_ONLY,500269.0,MARDIACH,MARDIA CHEMICALS LTD.,Delisted,B ,10.0,INE273B01013,,Equity
,,,,,,,,NA,BSE_ONLY,500272.0,MAXWORC-B,MAXWORTH ORCHARDS (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE887A01012,BSE_ONLY,500273.0,MCDWLDM,MCDWLDM,Delisted,B ,10.0,INE887A01012,,Equity
,,,,,,,,NA,BSE_ONLY,500274.0,MESPHAR-B,MESCO PHARMACEUTICALS LTD.,Suspended,P ,10.0,NA          ,Pharmaceuticals,Equity
,,,,,,,,NA,BSE_ONLY,500276.0,MICROPL-B,MICRO PLANTAE LTD.,Delisted,P ,10.0,NA          ,Other Agricultural Products,Equity
,,,,,,,,INE401C01018,BSE_ONLY,500277.0,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,XT,10.0,INE401C01018,Textiles,Equity
,,,,,,,,INE844X01015,BSE_ONLY,500278.0,MIDESTI-B,MIDEAST (INDIA) LTD.,Suspended,P ,10.0,INE844X01015,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,NA,BSE_ONLY,500281.0,MDRNSYN-B,MODERN SYNTEX (INDIA) LTD.,Suspended,P ,10.0,NA          ,Textiles,Equity
,,,,,,,,NA,BSE_ONLY,500282.0,MDRNTHR-B,MODERN THREADS (INDIA) LTD.,Suspended,P ,10.0,NA          ,Textiles,Equity
,,,,,,,,NA,BSE_ONLY,500283.0,MDTERYT-B,MODERN TERRY TOWELS LTD.,Suspended,P ,10.0,NA          ,Textiles,Equity
,,,,,,,,INE285B01017,BSE_ONLY,500285.0,SPICEJET,SPICEJET LTD.,Active,B ,10.0,INE285B01017,Airlines,Equity
,,,,,,,,INE407C01015,BSE_ONLY,500286.0,MONTA,MONTARI INDUSTRIES LTD.,Delisted,Z ,10.0,INE407C01015,Agrochemicals,Equity
,,,,,,,,INF063A01019,BSE_ONLY,500289.0,MSGF,MORGAN STANLEY GROWTH FUND,Delisted,B ,10.0,INF063A01019,,Equity
,,,,,,,,NA,BSE_ONLY,500293.0,MYSRKIR-B,MYSORE KIRLOSKAR LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE139A01018,BSE_ONLY,500297.0,NATAL,NATAL,Delisted,Z ,10.0,INE139A01018,,Equity
,,,,,,,,INE588A01016,BSE_ONLY,500301.0,NEPCMICON,NEPC INDIA LTD.,Suspended,Z ,10.0,INE588A01016,Heavy Electrical Equipment,Equity
,,,,,,,,INE140A01024,BSE_ONLY,500302.0,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2.0,INE140A01024,Pharmaceuticals,Equity
,,,,,,,,INE069A01017,BSE_ONLY,500303.0,ABIRLANUVO,ADITYA BIRLA NUVO LTD.,Suspended,A ,10.0,INE069A01017,Diversified,Equity
,,,,,,,,INE136A01022,BSE_ONLY,500305.0,JSWISPAT,JSW ISPAT STEEL LTD.,Delisted,B ,10.0,INE136A01022,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,INE910A01012,BSE_ONLY,500307.0,NIRLON,NIRLON LTD.,Active,B ,10.0,INE910A01012,Misc.Commercial Services,Equity
,,,,,,,,INE091A01029,BSE_ONLY,500308.0,NIRMA,NIRMA LTD.,Delisted,B ,5.0,INE091A01029,,Equity
,,,,,,,,NA,BSE_ONLY,500309.0,NOVAEL-,NOVA ELECTRO MAGNETICS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE460B01016,BSE_ONLY,500310.0,NOVOPANIND,NOVOPAN INDUSTRIES LTD.,Delisted,B ,10.0,INE460B01016,Forest Products,Equity
,,,,,,,,INE946A01016,BSE_ONLY,500311.0,NUCHEM,NUCHEM LTD.,Delisted,T ,10.0,INE946A01016,Forest Products,Equity
,,,,,,,,INE141A01014,BSE_ONLY,500315.0,ORIENTBANK,ORIENTAL BANK OF COMMERCE,Active,A ,10.0,INE141A01014,Banks,Equity
,,,,,,,,INE716C01027,BSE_ONLY,500318.0,OSSWM,OSWAL SPINNING &amp; WEAVING MILLS LTD.,Suspended,Z ,1.0,INE716C01027,Textiles,Equity
,,,,,,,,INE557C01017,BSE_ONLY,500319.0,INDSUCR,INDIAN SUCROSE LTD.,Active,XT,10.0,INE557C01017,Sugar,Equity
,,,,,,,,INE114B01019,BSE_ONLY,500321.0,PADMINIT,PADMINI TECHNOLOGIES LTD.,Delisted,XD,10.0,INE114B01019,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE598A01015,BSE_ONLY,500323.0,PAREKHPLAT,PAREKH PLATINUM LTD.,Delisted,T ,10.0,INE598A01015,Other Apparels &amp; Accessories,Equity
,,,,,,,,INE202A01022,BSE_ONLY,500329.0,PENTAGRAPH,PENTAMEDIA GRAPHICS LTD.,Suspended,XT,1.0,INE202A01022,Movies &amp; Entertainment,Equity
,,,,,,,,NA,BSE_ONLY,500332.0,PITICEM-B,PITTIE CEMENTS &amp; INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,500334.0,PRMRVNY-B,PREMIER VINYL FLOORING LTD.,Delisted,P ,10.0,NA          ,Plastic Products,Equity
,,,,,,,,INE335A01012,BSE_ONLY,500336.0,SURYAROSNI,SURYA ROSHNI LTD.,Active,B ,10.0,INE335A01012,Iron &amp; Steel Products,Equity
,,,,,,,,INE076A01012,BSE_ONLY,500340.0,ITBHPDM,ITC BHADRACHALAM PAPERBOARDS LTD.,Delisted,B ,10.0,INE076A01012,,Equity
,,,,,,,,NA,BSE_ONLY,500341.0,PRUDCAP-BDM,PRUDENTIAL CAPITAL MARKETS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE170A01013,BSE_ONLY,500344.0,PUNJABTRAC,PUNJAB TRACTORS LTD.,Delisted,B ,10.0,INE170A01013,,Equity
,,,,,,,,NA,BSE_ONLY,500345.0,PPOWER-,PPOWER-,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE181A01010,BSE_ONLY,500347.0,PUNWRDM,PUNJAB WIRELESS SYSTEMS LTD.,Delisted,B ,10.0,INE181A01010,,Equity
,,,,,,,,NA,BSE_ONLY,500348.0,QLTYSTL,QUALITY STEEL &amp; FORGINGS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE231A01013,BSE_ONLY,500349.0,RASIC,RASIC,Delisted,Z ,10.0,INE231A01013,,Equity
,,,,,,,,NA,BSE_ONLY,500351.0,RAJPOTU,RAJASTHAN POLYVIN TUBES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,500352.0,RAJTOOL,RAJASTHAN TOOLS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,500353.0,RAJNSTL-B,RAJINDER STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE783A01013,BSE_ONLY,500358.0,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,XT,10.0,INE783A01013,Finance (including NBFCs),Equity
,,,,,,,,INE015A01028,BSE_ONLY,500359.0,RANBAXY,RANBAXY LABORATORIES LTD.,Delisted,B ,5.0,INE015A01028,Pharmaceuticals,Equity
,,,,,,,,INE279B01028,BSE_ONLY,500361.0,RASPRO,RAS PROPACK LAMIPACK LTD.,Delisted,T ,10.0,INE279B01028,Containers &amp; Packaging,Equity
,,,,,,,,INE616A01023,BSE_ONLY,500362.0,RECRON,RECRON SYNTHETICS LTD.,Delisted,B ,10.0,INE616A01023,,Equity
,,,,,,,,INE980C01011,BSE_ONLY,500363.0,REVAP,REAL VALUE APPLIANCES LTD.,Delisted,Z ,10.0,INE980C01011,,Equity
,,,,,,,,INE014A01013,BSE_ONLY,500364.0,REPETDM,RELIANCE PETROLEUM LTD.,Delisted,B ,10.0,INE014A01013,,Equity
,,,,,,,,INE619A01027,BSE_ONLY,500368.0,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,Active,B ,2.0,INE619A01027,Edible Oils,Equity
,,,,,,,,INE621A01015,BSE_ONLY,500369.0,RPGTRANS,RPG TRANSMISSION LTD.,Delisted,B ,10.0,INE621A01015,,Equity
,,,,,,,,INE924A01013,BSE_ONLY,500370.0,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,T ,10.0,INE924A01013,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE538C01017,BSE_ONLY,500371.0,SAMTELIN,SAMTEL INDIA LTD.-$,Active,XT,10.0,INE538C01017,Consumer Electronics,Equity
,,,,,,,,INE381A01016,BSE_ONLY,500372.0,SAMTEL,SAMTEL COLOR LTD.,Active,T ,10.0,INE381A01016,Consumer Electronics,Equity
,,,,,,,,INE221A01014,BSE_ONLY,500373.0,CLARIANT,CLARIANT (INDIA) LTD.,Delisted,B ,10.0,INE221A01014,,Equity
,,,,,,,,INE624A01019,BSE_ONLY,500374.0,SANAS,SANDVIK ASIA LTD.,Delisted,B ,100.0,INE624A01019,,Equity
,,,,,,,,INE146A01013,BSE_ONLY,500375.0,SANGHIPOLY,SANGHI POLYESTERS LTD.,Delisted,Z ,10.0,INE146A01013,Textiles,Equity
,,,,,,,,INE275A01028,BSE_ONLY,500376.0,SATYAM,SATYAM COMPUTER SERVICES LTD.,Delisted,A ,2.0,INE275A01028,IT Consulting &amp; Software,Equity
,,,,,,,,INE157C01016,BSE_ONLY,500377.0,SHREEJIPHOS,SHREEJI PHOSPHATE LTD.,Delisted,Z ,10.0,INE157C01016,Cement &amp; Cement Products,Equity
,,,,,,,,INE324A01024,BSE_ONLY,500378.0,JINDALSAW,JINDAL SAW LTD.,Active,B ,2.0,INE324A01024,Construction &amp; Engineering,Equity
,,,,,,,,INE627A01012,BSE_ONLY,500379.0,SBIHOMEFIN,SBI HOME FINANCE LTD.,Suspended,B ,10.0,INE627A01012,Housing Finance ,Equity
,,,,,,,,INE629A01018,BSE_ONLY,500384.0,BRABOURNE,BRABOURNE ENTERPRISES LTD.,Delisted,T ,10.0,INE629A01018,Pharmaceuticals,Equity
,,,,,,,,INE626B01012,BSE_ONLY,500386.0,SHAMKNSPIN,SHAMKEN SPINNERS LTD.,Suspended,XT,10.0,INE626B01012,Textiles,Equity
,,,,,,,,INE970C01012,BSE_ONLY,500388.0,SKPMIL,SHREE KRISHNA PAPER MILLS &amp; INDUSTRIES LTD.,Active,XT,10.0,INE970C01012,Paper &amp; Paper Products,Equity
,,,,,,,,INE368A01021,BSE_ONLY,500389.0,SILVERLINE,SILVERLINE TECHNOLOGIES LTD.,Suspended,XT,10.0,INE368A01021,IT Software Products,Equity
,,,,,,,,INE161C01026,BSE_ONLY,500394.0,SOLCT,SOLID CARBIDE TOOLS LTD.,Active,XT,1.0,INE161C01026,Other Industrial Goods,Equity
,,,,,,,,INE001C01016,BSE_ONLY,500395.0,SOUTHNHE,SOUTHERN HERBALS LTD.,Delisted,B ,10.0,INE001C01016,,Equity
,,,,,,,,INE675A01011,BSE_ONLY,500396.0,TASSLDM,TATA SSL LTD.,Delisted,B ,100.0,INE675A01011,,Equity
,,,,,,,,INE902A01019,BSE_ONLY,500397.0,HENKELSPIC,HENKEL SPIC INDIA LTD.,Delisted,B ,10.0,INE902A01019,,Equity
,,,,,,,,INE698D01017,BSE_ONLY,500398.0,GECAP,GE CAPITAL TRANSPORTATION FINANCIAL SERVICES LTD.,Delisted,B ,10.0,INE698D01017,,Equity
,,,,,,,,INE663A01017,BSE_ONLY,500405.0,SUPPETRO,SUPREME PETROCHEM LTD.,Active,B ,10.0,INE663A01017,Petrochemicals,Equity
,,,,,,,,INE780B01017,BSE_ONLY,500406.0,SURYAGRO,SURYA AGROILS LTD.,Delisted,B ,10.0,INE780B01017,Edible Oils,Equity
,,,,,,,,INE246A01011,BSE_ONLY,500409.0,TAHYDDM,TATA HYDRO ELECTRIC POWER SUPPLY CO.LTD.,Delisted,B ,10.0,INE246A01011,,Equity
,,,,,,,,INE338A01016,BSE_ONLY,500412.0,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,B ,10.0,INE338A01016,Commodity Chemicals,Equity
,,,,,,,,INE064A01026,BSE_ONLY,500414.0,TIMEX,TIMEX GROUP INDIA LTD.-$,Suspended,XT,1.0,INE064A01026,Other Apparels &amp; Accessories,Equity
,,,,,,,,NA,BSE_ONLY,500415.0,TISCSPN-B,TISCSPN-B,Delisted,Z ,300.0,NA          ,,Equity
,,,,,,,,INE824A01023,BSE_ONLY,500416.0,TITAGRST,TITAGARH STEELS LTD.,Delisted,T ,10.0,INE824A01023,Other Industrial Products,Equity
,,,,,,,,NA,BSE_ONLY,500417.0,TITANAL,TITAN ALLOYS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE051C01011,BSE_ONLY,500419.0,TOLANDM,TOLANI BULK CARRIERS LTD.,Delisted,B ,10.0,INE051C01011,,Equity
,,,,,,,,INE578C01021,BSE_ONLY,500421.0,TPINDIA,TPI INDIA LTD.,Active,XT,1.0,INE578C01021,Containers &amp; Packaging,Equity
,,,,,,,,INE380A01018,BSE_ONLY,500423.0,TVSEL,TVS ELECTRONICS LTD.,Delisted,B ,10.0,INE380A01018,,Equity
,,,,,,,,INE106A01017,BSE_ONLY,500424.0,TVSSZDM,TVSSZDM,Delisted,B ,10.0,INE106A01017,,Equity
,,,,,,,,INE184E01024,BSE_ONLY,500426.0,UTLINDS,UTL Industries Limited,Active,XT,1.0,INE184E01024,Copper,Equity
,,,,,,,,INE146B01011,BSE_ONLY,500427.0,UNIFLEX,UNIFLEX CABLES LTD.-$,Delisted,B ,10.0,INE146B01011,Other Elect.Equip./ Prod.,Equity
,,,,,,,,NA,BSE_ONLY,500428.0,UNIPLAS,UNIPLAS INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE165A01013,BSE_ONLY,500430.0,UNITEDWESTB,UNITED WESTERN BANK LTD.,Delisted,B ,10.0,INE165A01013,,Equity
,,,,,,,,INE068A01019,BSE_ONLY,500431.0,USHAINDIA,USHA (INDIA) LTD.,Delisted,Z ,10.0,INE068A01019,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE150A01015,BSE_ONLY,500432.0,USHAISPAT,USHA ISPAT LTD.,Delisted,XD,10.0,INE150A01015,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,INF189A01079,BSE_ONLY,500433.0,UTIGN,UTIGN,Delisted,Z ,10.0,INF189A01079,,Equity
,,,,,,,,INF189A01053,BSE_ONLY,500434.0,MSTGN,MSTGN,Delisted,Z ,10.0,INF189A01053,,Equity
,,,,,,,,NA,BSE_ONLY,500435.0,UMISPST,UMI SPECIAL STEEL LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,500436.0,UTI2000-B,UGS- 2000-OPEN ENDED,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,500437.0,UTI5000-B,UGS-5000-OPEN ENDED,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,500442.0,VIRALFL-BDM,VIRAL FILAMENTS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE057A01012,BSE_ONLY,500443.0,WARTSILA,WARTSILA INDIA LTD.,Delisted,B ,10.0,INE057A01012,,Equity
,,,,,,,,INE249A01015,BSE_ONLY,500445.0,INDAL,INDIAN ALUMINIUM CO.LTD.,Delisted,B ,10.0,INE249A01015,,Equity
,,,,,,,,INE198A01014,BSE_ONLY,500446.0,CAROL,CAROL INFO SERVICES LTD.,Delisted,B ,10.0,INE198A01014,Misc.Commercial Services,Equity
,,,,,,,,NA,BSE_ONLY,500447.0,YOGIPHA,YOGI PHARMACY LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE550A01016,BSE_ONLY,500448.0,HINDC,HINDUSTAN DEVELOPMENT CORPORATION LTD.,Suspended,Z ,10.0,INE550A01016,Diversified,Equity
,,,,,,,,INE048A01011,BSE_ONLY,500449.0,HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B ,10.0,INE048A01011,Commodity Chemicals,Equity
,,,,,,,,INE844C01027,BSE_ONLY,500450.0,MPILCORPL,MPIL CORPORATION LTD.,Active,XT,10.0,INE844C01027,Other Financial Services,Equity
,,,,,,,,NA,BSE_ONLY,500451.0,MDRNSUT-B,MODERN DENIM LTD.,Suspended,P ,10.0,NA          ,Textiles,Equity
,,,,,,,,INE587A01018,BSE_ONLY,500452.0,NEPCAGRO,NEPC AGRO FOODS LTD.,Delisted,XD,10.0,INE587A01018,Tea &amp; Coffee,Equity
,,,,,,,,NA,BSE_ONLY,500455.0,PAAMPHR-B,PAAM PHARMACEUTICALS (DELHI) LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,500457.0,PNTASOL-B,PENTAFOUR SOLEC TECHNOLOGY LTD.,Delisted,P ,10.0,NA          ,Electric Utilities,Equity
,,,,,,,,INE601A01017,BSE_ONLY,500458.0,KORE,Kore Foods Ltd,Suspended,XT,10.0,INE601A01017,Photographic Products,Equity
,,,,,,,,INE639A01017,BSE_ONLY,500462.0,SIV,SIV INDUSTRIES LTD.,Delisted,B ,10.0,INE639A01017,,Equity
,,,,,,,,INE676A01019,BSE_ONLY,500463.0,AGCNET,AGC Networks Limited,Active,B ,10.0,INE676A01019,IT Consulting &amp; Software,Equity
,,,,,,,,INE702A01013,BSE_ONLY,500465.0,VARUNSHIP,VARUN SHIPPING CO.LTD.,Suspended,Z ,10.0,INE702A01013,Shipping,Equity
,,,,,,,,NA,BSE_ONLY,500466.0,STERHFN,STERLING HOLIDAY FINANCIAL SERVICES LTD.,Delisted,P ,10.0,NA          ,Finance (including NBFCs),Equity
,,,,,,,,NA,BSE_ONLY,500468.0,WESTPAQ-B,WESTERN PAQUES (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE081A01012,BSE_ONLY,500470.0,TATASTEEL,TATA STEEL LTD.,Active,A ,10.0,INE081A01012,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,INE253A01025,BSE_ONLY,500500.0,HINDMOTORS,HINDUSTAN MOTORS LTD.,Active,B ,5.0,INE253A01025,Cars &amp; Utility Vehicles,Equity
,,,,,,,,INE319A01016,BSE_ONLY,500560.0,PEICO,PHILIPS INDIA LTD.,Delisted,B ,10.0,INE319A01016,,Equity
,,,,,,,,INE127A01021,BSE_ONLY,500627.0,ESSARSTEEL,ESSAR STEEL LTD.,Delisted,B ,10.0,INE127A01021,,Equity
,,,,,,,,INE282A01024,BSE_ONLY,500630.0,ESSARPORTS,ESSAR PORTS LTD.,Delisted,B ,10.0,INE282A01024,Marine Port &amp; Services,Equity
,,,,,,,,INE266A01019,BSE_ONLY,500647.0,SMIPHDM,SMITHKLINE BEECHAM PHARMACEUTICALS LTD.,Delisted,B ,10.0,INE266A01019,,Equity
,,,,,,,,INE234A01025,BSE_ONLY,500672.0,NOVARTIND,NOVARTIS INDIA LTD.,Active,B ,5.0,INE234A01025,Pharmaceuticals,Equity
,,,,,,,,INE264A01014,BSE_ONLY,500676.0,GSKCONS,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD.,Active,A ,10.0,INE264A01014,Packaged Foods,Equity
,,,,,,,,INE254A01015,BSE_ONLY,500677.0,PARKD,PARKE DAVIS (INDIA) LTD.,Delisted,B ,10.0,INE254A01015,,Equity
,,,,,,,,INE564A01017,BSE_ONLY,500720.0,FUTURAPOLY,FUTURA POLYESTERS LTD.,Suspended,XT,10.0,INE564A01017,Textiles,Equity
,,,,,,,,INE022A01016,BSE_ONLY,500723.0,IGLCRDM,INDO GULF CORPORATION LTD.,Delisted,B ,10.0,INE022A01016,,Equity
,,,,,,,,INE274A01013,BSE_ONLY,500750.0,RCKBEDM,RECKITT BENCKISER (INDIA) LTD.,Delisted,B ,10.0,INE274A01013,,Equity
,,,,,,,,INE239A01016,BSE_ONLY,500790.0,NESTLEIND,NESTLE INDIA LTD.,Active,A ,10.0,INE239A01016,Packaged Foods,Equity
