SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,LISTING_SOURCE
GRINDWELL,Grindwell Norton Limited,EQ,11-SEP-2006,5,1,INE536A01023,5,INE536A01023,506076,GRINDWELL,GRINDWELL NORTON LTD.-$,Active,B ,5.0,INE536A01023,Other Industrial Products,Equity,BOTH
GRPLTD,GRP Limited,EQ,12-FEB-2015,10,1,INE137I01015,10,INE137I01015,509152,GRPLTD,GRP LTD.,Active,B ,10.0,INE137I01015,Auto Tyres &amp; Rubber Products,Equity,BOTH
GRWRHITECH,Garware Hi-Tech Films Limited,EQ,03-FEB-2022,10,1,INE291A01017,10,INE291A01017,500655,GARWARPOLY,GARWARE POLYESTER LTD.,Active,XT,10.0,INE291A01017,Commodity Chemicals,Equity,BOTH
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,06-SEP-1995,2,1,INE026A01025,2,INE026A01025,500690,GSFC,GUJARAT STATE FERTILIZERS &amp; CHEMICALS LTD.,Active,A ,2.0,INE026A01025,Fertilizers,Equity,BOTH
GSPL,Gujarat State Petronet Limited,EQ,16-FEB-2006,10,1,INE246F01010,10,INE246F01010,532702,GSPL,GUJARAT STATE PETRONET LTD.,Active,A ,10.0,INE246F01010,Utilities:Non-Elec.,Equity,BOTH
GSS,GSS Infotech Limited,EQ,07-MAR-2008,10,1,INE871H01011,10,INE871H01011,532951,GSS,GSS INFOTECH LTD.,Active,B ,10.0,INE871H01011,IT Consulting &amp; Software,Equity,BOTH
GTL,GTL Limited,EQ,29-MAR-1995,10,1,INE043A01012,10,INE043A01012,500160,GTL,GTL LTD.,Active,B ,10.0,INE043A01012,Other Telecom Services,Equity,BOTH
GTLINFRA,GTL Infrastructure Limited,EQ,09-NOV-2006,10,1,INE221H01019,10,INE221H01019,532775,GTLINFRA,GTL INFRASTRUCTURE LTD.,Active,B ,10.0,INE221H01019,Telecom Equipment,Equity,BOTH
GTPL,GTPL Hathway Limited,EQ,04-JUL-2017,10,1,INE869I01013,10,INE869I01013,540602,GTPL,GTPL Hathway Ltd,Active,B ,10.0,INE869I01013,Other Telecom Services,Equity,BOTH
GUFICBIO,Gufic Biosciences Limited,EQ,19-OCT-2004,1,1,INE742B01025,1,INE742B01025,509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,Active,B ,1.0,INE742B01025,Pharmaceuticals,Equity,BOTH
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,07-AUG-1997,10,1,INE186A01019,10,INE186A01019,530001,GUJALKALI,GUJARAT ALKALIES &amp; CHEMICALS LTD.,Active,B ,10.0,INE186A01019,Commodity Chemicals,Equity,BOTH
GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,04-JUN-2007,10,1,INE826C01016,10,INE826C01016,522217,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,Active,B ,10.0,INE826C01016,Commercial Vehicles,Equity,BOTH
GUJRAFFIA,Gujarat Raffia Industries Limited,BE,09-OCT-1996,10,1,INE610B01024,10,INE610B01024,523836,GUJRAFIA,GUJARAT RAFFIA INDUSTRIES LTD.,Active,T ,10.0,INE610B01024,Containers &amp; Packaging,Equity,BOTH
GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-JUL-2014,2,1,INE635Q01029,2,INE635Q01029,538567,GULFOILLUB,Gulf Oil Lubricants India Ltd,Active,B ,2.0,INE635Q01029,Oil Marketing &amp; Distribution,Equity,BOTH
GULFPETRO,GP Petroleums Limited,EQ,24-SEP-2004,5,1,INE586G01017,5,INE586G01017,532543,GULFPETRO,GP Petroleums Limited,Active,B ,5.0,INE586G01017,Oil Marketing &amp; Distribution,Equity,BOTH
GULPOLY,Gulshan Polyols Limited,EQ,28-JAN-2015,1,1,INE255D01024,1,INE255D01024,532457,GULPOLY,GULSHAN POLYOLS LTD.,Active,B ,1.0,INE255D01024,Commodity Chemicals,Equity,BOTH
GVKPIL,GVK Power & Infrastructure Limited,BE,27-FEB-2006,1,1,INE251H01024,1,INE251H01024,532708,GVKPIL,GVK POWER &amp; INFRASTRUCTURE LTD.,Active,T ,1.0,INE251H01024,Electric Utilities,Equity,BOTH
GVPIL,GE Power India Limited,EQ,19-APR-2000,10,1,INE878A01011,10,INE878A01011,532309,GEPIL,GE Power India Ltd,Active,B ,10.0,INE878A01011,Heavy Electrical Equipment,Equity,BOTH
GVT&D,GE Vernova T&D India Limited,EQ,30-JUN-2008,2,1,INE200A01026,2,INE200A01026,522275,GET&amp;D,GE T&amp;D India Ltd,Active,A ,2.0,INE200A01026,Electric Utilities,Equity,BOTH
HALEOSLABS,HALEOS LABS LIMITED,BE,17-AUG-2017,10,1,INE320X01016,10,INE320X01016,540679,SMSLIFE,SMS Lifesciences India Ltd,Active,B ,10.0,INE320X01016,,Equity,BOTH
HARRMALAYA,Harrisons  Malayalam Limited,EQ,08-FEB-1995,10,1,INE544A01019,10,INE544A01019,500467,HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,T ,10.0,INE544A01019,Auto Tyres &amp; Rubber Products,Equity,BOTH
HATHWAY,Hathway Cable & Datacom Limited,EQ,25-FEB-2010,2,1,INE982F01036,2,INE982F01036,533162,HATHWAY,Hathway Cable &amp; Datacom Ltd,Active,A ,2.0,INE982F01036,Broadcasting &amp; Cable TV,Equity,BOTH
HATSUN,Hatsun Agro Product Limited,EQ,20-JUN-2014,1,1,INE473B01035,1,INE473B01035,531531,HATSUN,HATSUN AGRO PRODUCT LTD.,Active,B ,1.0,INE473B01035,Packaged Foods,Equity,BOTH
HAVELLS,Havells India Limited,EQ,21-MAR-2001,1,1,INE176B01034,1,INE176B01034,517354,HAVELLS,HAVELLS INDIA LTD.,Active,A ,1.0,INE176B01034,Other Elect.Equip./ Prod.,Equity,BOTH
HBLENGINE,HBL Engineering Limited,EQ,04-JAN-2007,1,1,INE292B01021,1,INE292B01021,517271,HBLPOWER,HBL POWER SYSTEMS LTD.-$,Active,B ,1.0,INE292B01021,Other Elect.Equip./ Prod.,Equity,BOTH
HCC,Hindustan Construction Company Limited,EQ,01-APR-2003,1,1,INE549A01026,1,INE549A01026,500185,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A ,1.0,INE549A01026,Construction &amp; Engineering,Equity,BOTH
HCG,Healthcare Global Enterprises Limited,EQ,30-MAR-2016,10,1,INE075I01017,10,INE075I01017,539787,HCG,HealthCare Global Enterprises Ltd,Active,B ,10.0,INE075I01017,Healthcare Facilities,Equity,BOTH
HCL-INSYS,HCL Infosystems Limited,EQ,01-JAN-1997,2,1,INE236A01020,2,INE236A01020,500179,HCL-INSYS,HCL INFOSYSTEMS LTD.,Active,A ,2.0,INE236A01020,Computer Hardware,Equity,BOTH
HCLTECH,HCL Technologies Limited,EQ,06-JAN-2000,2,1,INE860A01027,2,INE860A01027,532281,HCLTECH,HCL TECHNOLOGIES LTD.,Active,A ,2.0,INE860A01027,IT Consulting &amp; Software,Equity,BOTH
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,17-NOV-2017,10,1,INE795G01014,10,INE795G01014,540777,HDFCLIFE,HDFC Standard Life Insurance Company Ltd,Active,B ,10.0,INE795G01014,Life Insurance,Equity,BOTH
HDIL,Housing Development and Infrastructure Limited,BZ,24-JUL-2007,10,1,INE191I01012,10,INE191I01012,532873,HDIL,HOUSING DEVELOPMENT &amp; INFRASTRUCTURE LTD.,Active,A ,10.0,INE191I01012,Realty,Equity,BOTH
HEADSUP,Heads UP Ventures Limited,EQ,14-DEC-2016,10,1,INE759V01019,10,INE759V01019,540210,TMRVL,The Mandhana Retail Ventures Ltd,Active,B ,10.0,INE759V01019,Specialty Retail,Equity,BOTH
HEIDELBERG,HeidelbergCement India Limited,EQ,15-MAR-1995,10,1,INE578A01017,10,INE578A01017,500292,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,B ,10.0,INE578A01017,Cement &amp; Cement Products,Equity,BOTH
HERCULES,HERCULES INVESTMENTS LIMITED,EQ,19-FEB-2008,1,1,INE688E01024,1,INE688E01024,505720,HERCULES,HERCULES HOISTS LTD.,Active,B ,1.0,INE688E01024,Industrial Machinery,Equity,BOTH
HERITGFOOD,Heritage Foods Limited,EQ,27-NOV-1996,5,1,INE978A01027,5,INE978A01027,519552,HERITGFOOD,Heritage Foods Limited,Active,B ,5.0,INE978A01027,Packaged Foods,Equity,BOTH
HEROMOTOCO,Hero MotoCorp Limited,EQ,11-APR-2003,2,1,INE158A01026,2,INE158A01026,500182,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A ,2.0,INE158A01026,2/3 Wheelers,Equity,BOTH
HESTERBIO,Hester Biosciences Limited,EQ,13-MAR-2015,10,1,INE782E01017,10,INE782E01017,524669,HESTERBIO,HESTER BIOSCIENCES LTD.,Active,B ,10.0,INE782E01017,Pharmaceuticals,Equity,BOTH
HEUBACHIND,Heubach Colorants India Limited,EQ,14-JUN-1995,10,1,INE492A01029,10,INE492A01029,506390,CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.,Active,B ,10.0,INE492A01029,Specialty Chemicals,Equity,BOTH
HEXATRADEX,Hexa Tradex Limited,EQ,20-APR-2012,2,1,INE750M01017,2,INE750M01017,534328,HEXATRADEX,HEXA TRADEX LTD.,Active,T ,2.0,INE750M01017,Comm.Trading  &amp; Distribution,Equity,BOTH
HFCL,HFCL Limited,EQ,09-MAR-2011,1,1,INE548A01028,1,INE548A01028,500183,HFCL,HIMACHAL FUTURISTIC COMMUNICATIONS LTD.,Active,B ,1.0,INE548A01028,Telecom Cables,Equity,BOTH
HGM,HandsOn Global Management (HGM) Limited,EQ,27-SEP-2006,10,1,INE596H01014,10,INE596H01014,532761,HOVS,HOV SERVICES LTD.,Active,B ,10.0,INE596H01014,BPO/KPO,Equity,BOTH
HGS,Hinduja Global Solutions Limited,EQ,19-JUN-2007,10,1,INE170I01016,10,INE170I01016,532859,HGS,HINDUJA GLOBAL SOLUTIONS LTD.,Active,B ,10.0,INE170I01016,BPO/KPO,Equity,BOTH
HIKAL,Hikal Limited,EQ,14-FEB-2001,2,1,INE475B01022,2,INE475B01022,524735,HIKAL,HIKAL LTD.,Active,B ,2.0,INE475B01022,Pharmaceuticals,Equity,BOTH
HILTON,Hilton Metal Forging Limited,EQ,24-MAY-2007,10,1,INE788H01017,10,INE788H01017,532847,HILTON,HILTON METAL FORGING LTD.,Active,B ,10.0,INE788H01017,Other Industrial Products,Equity,BOTH
HIMATSEIDE,Himatsingka Seide Limited,EQ,08-FEB-1995,5,1,INE049A01027,5,INE049A01027,514043,HIMATSEIDE,HIMATSINGKA SEIDE LTD.,Active,B ,5.0,INE049A01027,Textiles,Equity,BOTH
HINDALCO,Hindalco Industries Limited,EQ,08-JAN-1997,1,1,INE038A01020,1,INE038A01020,500440,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1.0,INE038A01020,Aluminium,Equity,BOTH
HINDCOMPOS,Hindustan Composites Limited,EQ,08-MAY-1996,5,1,INE310C01029,5,INE310C01029,509635,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,Active,B ,5.0,INE310C01029,Auto Parts &amp; Equipment,Equity,BOTH
HINDCOPPER,Hindustan Copper Limited,EQ,15-SEP-2010,5,1,INE531E01026,5,INE531E01026,513599,HINDCOPPER,HINDUSTAN COPPER LTD.,Active,A ,5.0,INE531E01026,Copper,Equity,BOTH
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-SEP-2003,10,1,INE345A01011,10,INE345A01011,500186,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,B ,10.0,INE345A01011,Exploration &amp; Production,Equity,BOTH
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-JUN-1998,10,1,INE094A01015,10,INE094A01015,500104,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,Active,A ,10.0,INE094A01015,Refineries/ Petro-Products,Equity,BOTH
HINDUNILVR,Hindustan Unilever Limited,EQ,06-JUL-1995,1,1,INE030A01027,1,INE030A01027,500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,Active,A ,1.0,INE030A01027,Personal Products,Equity,BOTH
HINDZINC,Hindustan Zinc Limited,EQ,21-NOV-2006,2,1,INE267A01025,2,INE267A01025,500188,HINDZINC,HINDUSTAN ZINC LTD.,Active,A ,2.0,INE267A01025,Zinc,Equity,BOTH
HIRECT,Hind Rectifiers Limited,EQ,26-DEC-2006,2,1,INE835D01023,2,INE835D01023,504036,HIRECT,HIND RECTIFIERS LTD.,Active,B ,2.0,INE835D01023,Electronic Components,Equity,BOTH
HISARMETAL,Hisar Metal Industries Limited,EQ,05-JAN-2017,10,1,INE598C01011,10,INE598C01011,590018,HISARMET,HISAR METAL INDUSTRIES LTD.-$,Active,T ,10.0,INE598C01011,Iron &amp; Steel/Interm.Products,Equity,BOTH
HITECHCORP,Hitech Corporation Limited,EQ,20-DEC-2007,10,1,INE120D01012,10,INE120D01012,526217,HITECHCORP,Hitech Corporation Ltd-$,Active,B ,10.0,INE120D01012,Containers &amp; Packaging,Equity,BOTH
HITECHGEAR,The Hi-Tech Gears Limited,BE,21-JAN-2002,10,1,INE127B01011,10,INE127B01011,522073,HITECHGEAR,The Hi-Tech Gears Ltd,Active,B ,10.0,INE127B01011,Auto Parts &amp; Equipment,Equity,BOTH
HLVLTD,HLV LIMITED,EQ,19-JUL-1995,2,1,INE102A01024,2,INE102A01024,500193,HOTELEELA,HOTEL LEELAVENTURE LTD.,Active,B ,2.0,INE102A01024,Hotels,Equity,BOTH
HMT,HMT Limited,BZ,29-AUG-2003,10,1,INE262A01018,10,INE262A01018,500191,HMT,HMT LTD.,Active,Z ,10.0,INE262A01018,Commercial Vehicles,Equity,BOTH
HMVL,Hindustan Media Ventures Limited,EQ,21-JUL-2010,10,1,INE871K01015,10,INE871K01015,533217,HMVL,HINDUSTAN MEDIA VENTURES LTD.,Active,B ,10.0,INE871K01015,Publishing,Equity,BOTH
HONAUT,Honeywell Automation India Limited,EQ,18-JUL-2003,10,1,INE671A01010,10,INE671A01010,517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,Active,B ,10.0,INE671A01010,Other Elect.Equip./ Prod.,Equity,BOTH
HONDAPOWER,Honda India Power Products Limited,EQ,01-APR-2003,10,1,INE634A01018,10,INE634A01018,522064,HONDAPOWER,HONDA SIEL POWER PRODUCTS LTD.,Active,B ,10.0,INE634A01018,Industrial Machinery,Equity,BOTH
HPL,HPL Electric & Power Limited,EQ,04-OCT-2016,10,1,INE495S01016,10,INE495S01016,540136,HPL,HPL Electric &amp; Power Ltd,Active,B ,10.0,INE495S01016,Heavy Electrical Equipment,Equity,BOTH
HSCL,Himadri Speciality Chemical Limited,EQ,02-MAR-2007,1,1,INE019C01026,1,INE019C01026,500184,HSCL,Himadri Speciality Chemical Ltd,Active,B ,1.0,INE019C01026,Specialty Chemicals,Equity,BOTH
HTMEDIA,HT Media Limited,EQ,01-SEP-2005,2,1,INE501G01024,2,INE501G01024,532662,HTMEDIA,HT MEDIA LTD.,Active,B ,2.0,INE501G01024,Publishing,Equity,BOTH
HUBTOWN,Hubtown Limited,EQ,07-FEB-2007,10,1,INE703H01016,10,INE703H01016,532799,HUBTOWN,HUBTOWN LTD.,Active,B ,10.0,INE703H01016,Realty,Equity,BOTH
HUDCO,Housing & Urban Development Corporation Limited,EQ,19-MAY-2017,10,1,INE031A01017,10,INE031A01017,540530,HUDCO,Housing and Urban Development Corporation Ltd,Active,B ,10.0,INE031A01017,Housing Finance ,Equity,BOTH
HUHTAMAKI,Huhtamaki India Limited,EQ,01-OCT-2004,2,1,INE275B01026,2,INE275B01026,509820,PAPERPROD,Huhtamaki PPL Limited,Active,B ,2.0,INE275B01026,Containers &amp; Packaging,Equity,BOTH
IBULLSLTD,Indiabulls Limited,EQ,18-AUG-2011,2,1,INE126M01010,2,INE126M01010,533520,SORILHOLD,SORIL Holdings and Ventures Ltd,Active,T ,2.0,INE126M01010,Comm.Trading  &amp; Distribution,Equity,BOTH
ICDSLTD,ICDS Limited,EQ,17-NOV-1999,10,1,INE613B01010,10,INE613B01010,511194,ICDSLTD,ICDS LTD.,Suspended,B ,10.0,INE613B01010,Finance (including NBFCs),Equity,BOTH
ICICIBANK,ICICI Bank Limited,EQ,17-SEP-1997,2,1,INE090A01021,2,INE090A01021,532174,ICICIBANK,ICICI BANK LTD.,Active,A ,2.0,INE090A01021,Banks,Equity,BOTH
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-SEP-2017,10,1,INE765G01017,10,INE765G01017,540716,ICICIGI,ICICI Lombard General Insurance Company Ltd,Active,B ,10.0,INE765G01017,General Insurance,Equity,BOTH
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-SEP-2016,10,1,INE726G01019,10,INE726G01019,540133,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,B ,10.0,INE726G01019,Life Insurance,Equity,BOTH
ICIL,Indo Count Industries Limited,EQ,12-SEP-2005,2,1,INE483B01026,2,INE483B01026,521016,ICIL,INDO COUNT INDUSTRIES LTD.,Active,A ,2.0,INE483B01026,Textiles,Equity,BOTH
ICRA,ICRA Limited,EQ,13-APR-2007,10,1,INE725G01011,10,INE725G01011,532835,ICRA,ICRA LTD.,Active,A ,10.0,INE725G01011,Other Financial Services,Equity,BOTH
IDBI,IDBI Bank Limited,EQ,20-SEP-1995,10,1,INE008A01015,10,INE008A01015,500116,IDBI,IDBI BANK LTD.,Active,A ,10.0,INE008A01015,Banks,Equity,BOTH
IDEA,Vodafone Idea Limited,EQ,09-MAR-2007,10,1,INE669E01016,10,INE669E01016,532822,IDEA,IDEA CELLULAR LTD.,Active,A ,10.0,INE669E01016,Telecom Services,Equity,BOTH
IDFCFIRSTB,IDFC First Bank Limited,EQ,06-NOV-2015,10,1,INE092T01019,10,INE092T01019,539437,IDFCBANK,IDFC Bank Ltd,Active,A ,10.0,INE092T01019,Banks,Equity,BOTH
IFBAGRO,IFB Agro Industries Limited,EQ,03-APR-1996,10,1,INE076C01018,10,INE076C01018,507438,IFBAGRO,IFB AGRO INDUSTRIES LTD.,Active,T ,10.0,INE076C01018,Breweries &amp; Distilleries,Equity,BOTH
IFBIND,IFB Industries Limited,EQ,29-MAR-1995,10,1,INE559A01017,10,INE559A01017,505726,IFBIND,IFB INDUSTRIES LTD.,Active,B ,10.0,INE559A01017,Household Appliances,Equity,BOTH
IFCI,IFCI Limited,EQ,26-APR-1995,10,1,INE039A01010,10,INE039A01010,500106,IFCI,IFCI LTD.,Active,A ,10.0,INE039A01010,Financial Institutions,Equity,BOTH
IFGLEXPOR,IFGL Refractories Limited,EQ,14-NOV-2017,10,1,INE133Y01011,10,INE133Y01011,540774,IFGLEXPOR,IFGL Refractories Ltd,Active,B ,10.0,INE133Y01011,,Equity,BOTH
IGARASHI,Igarashi Motors India Limited,EQ,09-OCT-2003,10,1,INE188B01013,10,INE188B01013,517380,IGARASHI,IGARASHI MOTORS INDIA LTD.,Active,B ,10.0,INE188B01013,Auto Parts &amp; Equipment,Equity,BOTH
IGL,Indraprastha Gas Limited,EQ,26-DEC-2003,2,1,INE203G01027,2,INE203G01027,532514,IGL,INDRAPRASTHA GAS LTD.,Active,A ,2.0,INE203G01027,Utilities:Non-Elec.,Equity,BOTH
IGPL,IG Petrochemicals Limited,EQ,29-JAN-2007,10,1,INE204A01010,10,INE204A01010,500199,IGPL,I G PETROCHEMICALS LTD.,Active,B ,10.0,INE204A01010,Commodity Chemicals,Equity,BOTH
IIFL,IIFL Finance Limited,EQ,17-MAY-2005,2,1,INE530B01024,2,INE530B01024,532636,IIFL,IIFL Holdings Limited,Active,A ,2.0,INE530B01024,Other Financial Services,Equity,BOTH
IITL,Industrial Investment Trust Limited,EQ,17-AUG-2010,10,1,INE886A01014,10,INE886A01014,501295,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,T ,10.0,INE886A01014,Finance (including NBFCs),Equity,BOTH
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-OCT-2007,10,1,INE369I01014,10,INE369I01014,532907,IL&amp;FSENGG,IL&amp;FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,Active,T ,10.0,INE369I01014,Construction &amp; Engineering,Equity,BOTH
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-MAR-2010,10,1,INE975G01012,10,INE975G01012,533177,IL&amp;FSTRANS,IL&amp;FS Transportation Networks Ltd,Active,A ,10.0,INE975G01012,Roads &amp; Highways,Equity,BOTH
IMAGICAA,Imagicaaworld Entertainment Limited,EQ,06-APR-2015,10,1,INE172N01012,10,INE172N01012,539056,ADLABS,Adlabs Entertainment Ltd,Active,T ,10.0,INE172N01012,Other Leisure Facilities,Equity,BOTH
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-JUL-2010,10,1,INE919H01018,10,INE919H01018,533047,IMFA,INDIAN METALS &amp; FERRO ALLOYS LTD.,Active,B ,10.0,INE919H01018,Iron &amp; Steel/Interm.Products,Equity,BOTH
IMPAL,India Motor Parts and Accessories Limited,EQ,07-OCT-2005,10,1,INE547E01014,10,INE547E01014,590065,IMPAL,INDIA MOTOR PARTS &amp; ACCESSORIES LTD.,Active,B ,10.0,INE547E01014,Comm.Trading  &amp; Distribution,Equity,BOTH
IMPEXFERRO,Impex Ferro Tech Limited,BZ,03-FEB-2005,10,1,INE691G01015,10,INE691G01015,532614,IMPEXFERRO,IMPEX FERRO TECH LTD.,Suspended,T ,10.0,INE691G01015,Iron &amp; Steel/Interm.Products,Equity,BOTH
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-JUL-2016,10,1,INE452L01012,10,INE452L01012,538365,ADHUNIKIND,Adhunik Industries Ltd,Active,T ,10.0,INE452L01012,Iron &amp; Steel/Interm.Products,Equity,BOTH
INDBANK,Indbank Merchant Banking Services Limited,EQ,08-OCT-2008,10,1,INE841B01017,10,INE841B01017,511473,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,Active,B ,10.0,INE841B01017,Other Financial Services,Equity,BOTH
INDHOTEL,The Indian Hotels Company Limited,EQ,03-JUL-1996,1,1,INE053A01029,1,INE053A01029,500850,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A ,1.0,INE053A01029,Hotels,Equity,BOTH
INDIACEM,The India Cements Limited,EQ,31-MAY-2000,10,1,INE383A01012,10,INE383A01012,530005,INDIACEM,INDIA CEMENTS LTD.,Active,A ,10.0,INE383A01012,Cement &amp; Cement Products,Equity,BOTH
INDIANB,Indian Bank,EQ,01-MAR-2007,10,1,INE562A01011,10,INE562A01011,532814,INDIANB,INDIAN BANK,Active,A ,10.0,INE562A01011,Banks,Equity,BOTH
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-JAN-1997,10,1,INE061A01014,10,INE061A01014,509692,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,Active,B ,10.0,INE061A01014,Textiles,Equity,BOTH
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-AUG-1995,2,1,INE323C01030,2,INE323C01030,504741,INDIANHUME,INDIAN HUME PIPE CO.LTD.,Active,B ,2.0,INE323C01030,Cement &amp; Cement Products,Equity,BOTH
INDIGO,InterGlobe Aviation Limited,EQ,10-NOV-2015,10,1,INE646L01027,10,INE646L01027,539448,INDIGO,InterGlobe Aviation Ltd,Active,A ,10.0,INE646L01027,Airlines,Equity,BOTH
INDOCO,Indoco Remedies Limited,EQ,14-JAN-2005,2,1,INE873D01024,2,INE873D01024,532612,INDOCO,INDOCO REMEDIES LTD.,Active,B ,2.0,INE873D01024,Pharmaceuticals,Equity,BOTH
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10,1,INE156A01020,10,INE156A01020,500207,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B ,10.0,INE156A01020,Textiles,Equity,BOTH
INDOTECH,Indo Tech Transformers Limited,EQ,16-MAR-2006,10,1,INE332H01014,10,INE332H01014,532717,INDOTECH,INDO TECH TRANSFORMERS LTD.,Active,B ,10.0,INE332H01014,Heavy Electrical Equipment,Equity,BOTH
INDOWIND,Indowind Energy Limited,EQ,14-SEP-2007,10,1,INE227G01018,10,INE227G01018,532894,INDOWIND,INDOWIND ENERGY LTD.,Active,T ,10.0,INE227G01018,Electric Utilities,Equity,BOTH
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-APR-1997,10,1,INE681B01017,10,INE681B01017,532150,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,Active,B ,10.0,INE681B01017,Healthcare Facilities,Equity,BOTH
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-JUL-1997,10,1,INE915B01019,10,INE915B01019,532305,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,Active,B ,10.0,INE915B01019,Pharmaceuticals,Equity,BOTH
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2,1,INE611L01021,2,INE611L01021,533329,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,Active,B ,2.0,INE611L01021,Other Apparels &amp; Accessories,Equity,BOTH
INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,INE095A01012,10,INE095A01012,532187,INDUSINDBK,INDUSIND BANK LTD.,Active,A ,10.0,INE095A01012,Banks,Equity,BOTH
INDUSTOWER,Indus Towers Limited,EQ,28-DEC-2012,10,1,INE121J01017,10,INE121J01017,534816,INFRATEL,BHARTI INFRATEL LTD.,Active,A ,10.0,INE121J01017,Other Telecom Services,Equity,BOTH
INFIBEAM,Infibeam Avenues Limited,EQ,04-APR-2016,1,1,INE483S01020,1,INE483S01020,539807,INFIBEAM,Infibeam Incorporation Ltd,Active,A ,1.0,INE483S01020,Internet Software &amp; Services,Equity,BOTH
INFOMEDIA,Infomedia Press Limited,EQ,12-OCT-2006,10,1,INE669A01022,10,INE669A01022,509069,INFOMEDIA,INFOMEDIA PRESS LTD.,Suspended,T ,10.0,INE669A01022,Publishing,Equity,BOTH
INFY,Infosys Limited,EQ,08-FEB-1995,5,1,INE009A01021,5,INE009A01021,500209,INFY,INFOSYS LTD.,Active,A ,5.0,INE009A01021,IT Consulting &amp; Software,Equity,BOTH
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10,1,INE177A01018,10,INE177A01018,500210,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,Active,B ,10.0,INE177A01018,Industrial Machinery,Equity,BOTH
INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10,1,INE066P01011,10,INE066P01011,539083,INOXWIND,Inox Wind Ltd,Active,B ,10.0,INE066P01011,Heavy Electrical Equipment,Equity,BOTH
INSECTICID,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,INE070I01018,10,INE070I01018,532851,INSECTICID,INSECTICIDES (INDIA) LTD.,Active,B ,10.0,INE070I01018,Agrochemicals,Equity,BOTH
INSPIRISYS,Inspirisys Solutions Limited,EQ,30-OCT-2006,10,1,INE020G01017,10,INE020G01017,532774,AFL,ACCEL FRONTLINE LTD.,Suspended,T ,10.0,INE020G01017,IT Consulting &amp; Software,Equity,BOTH
INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,INE306R01017,5,INE306R01017,538835,INTELLECT,Intellect Design Arena Ltd,Active,A ,5.0,INE306R01017,IT Software Products,Equity,BOTH
